zip,beds
-68756,23
-69130,20
-68826,20
68763-1173,25
68359,12
68729,23
68632-2199,20
68714,24
-68620,25
68825-0100,12
-68467,25
68873-0406,16
-68434,24
69021-3074,14
69337-9400,25
68410-3319,18
68713-0200,17
-69201,25
68787-1299,21
-68769,15
-68765,20
-69022,20
68047,21
68450,18
-69033,20
68355,24
-68862,16
-68333,24
-69153,18
-69140,20
-69162,19
69343,25
69301,25
68850,25
-68949,25
69001-1328,25
-68310,25
-68822,23
89502,713
89109-2317,557
89030,136
89102,497
89801,59
89503-4548,252
89015,82
89702,175
89106,274
89119,586
89431,72
89128,348
89114,370
89052,326
89148,302
89113,136
89149,248
89011,140
89032,32
89415,11
-89451,4
89301,25
89820,5
89419,13
89410,23
-89027,25
-89445,25
89005-2247,25
89048,25
-89008,4
89406,25
89447,14
3301,206
03756-0001,374
3246,86
3060,184
-3103,199
-3867,64
-3038,68
3820,118
-3431,91
-3060,150
3833,97
-3801,128
3102,229
3576,16
-3785,25
-3561,25
3584,25
03257-4570,25
3743,24
03235-1259,25
3860,25
-3743,25
-3458,25
-3570,25
-3264,25
3894,25
7601,687
07112-2027,442
7047,202
8822,170
-7055,145
-7666,284
07109-3550,280
8536,206
8210,149
7450,363
8103,831
07960-6136,614
7306,178
7444,175
7503,678
8629,130
8043,587
7065,122
7002,131
7201,220
7860,130
-8015,86
8360,280
7701,274
08901-2601,610
8861,302
7030,117
08755-6423,424
08534-8534,145
-7631,275
8244,199
8876,281
7834,325
07902-0220,443
-8724,318
07042-4837,185
8060,317
7652,127
8865,92
8046,124
08240-9102,520
8318,83
08903-0591,353
7753,597
07302-4321,272
07740-6303,279
07039-5668,552
8096,233
7018,159
08701-5237,201
8034,522
8079,126
8638,134
7102,147
-8818,357
8690,152
7728,264
7733,169
8050,154
7823,64
7094,102
-7103,379
7675,82
87106-2745,472
87505,172
87701,46
83310,50
87401,184
-88201,189
87102,294
87532,52
87571,54
-88061,32
87109,162
88011-5076,199
87125-6666,671
88101,106
-88210,34
-87544,47
87301,28
88340,6
87420,60
87237,27
87305,74
87313,19
88220,96
88240,61
-88435,10
87049,6
87114,70
-88130,24
-88011,176
87144,60
87507,36
87901-1961,17
87801,24
88401,25
-88415,25
89260,25
88345,25
87740,25
87020,25
88030,25
12204,73
12401,194
14203,1087
10701,443
14569,50
10456,460
13905,148
12208,1229
11418,285
11229,134
12601,365
10029,1263
11554,372
10310,260
14513,101
13815,58
11706,278
13503,231
11743,259
10019,633
12010,100
12572,74
11355,751
11201,272
14456,117
10467,1588
10708,208
14020,133
14424,113
14214,386
12983,83
10451,287
12953,48
13820,60
10550,63
11944,67
14905,225
12534,95
14895,49
10003,501
10065,2770
14217,164
14760,260
10960,209
10030,764
11901,124
14901,34
14141,23
13421,101
10075,422
14621,470
10940,329
10461,326
11373,358
14081,25
12771,98
13326,160
13203,451
11772,215
14810,15
14843,15
12309,334
13601,238
10901,286
10305,543
10549,168
14094,135
14620,244
14787,4
11501,511
13045,103
12180,212
11542,54
11576,364
10802,151
11777,362
14092,143
12801,361
11219,641
11040,1193
11235,292
13676,94
11572,351
11203,872
13210,1143
10016,1493
10990,60
13669,87
13440,79
13126,132
14215,340
11237,257
12866,171
13662,50
14626,283
14063,45
11432,200
11212,288
10595,708
13021,85
11215,516
14437,67
14701,159
10037,229
13501,177
12901,300
11570,299
10591,180
12550,193
14432,77
10567,128
12043,65
10021,215
10512,120
12078,58
14830,65
14220,364
14623,717
11795,437
10601,292
14850,163
11803,156
11714,203
11968,94
14263,133
12742,99
11794-9112,657
13903,373
11691,166
11206,238
11213,153
10457,283
11787,254
10993,0
12308,17
13838,4
12180-2466,0
14727,20
12932,25
12455,15
13753,16
12883,0
13690,20
13607,24
12428,15
13365,25
13856,25
14865,25
14527,25
13642,25
13346,25
13367,25
13609,25
14103,25
28025-2927,447
28801,665
27030,100
-27260,288
-28352,97
27533,263
-28139,111
27103,889
-28144,169
-28779,82
-28791,160
27330,127
28150,241
-28792,73
-28328,71
28501,150
28302,584
-27710,954
28054,370
28086,47
-28677,155
27834-2818,816
-28645,110
28540,162
-27157,797
27701,18
28358-3075,256
-28607,95
28231-1726,535
-27288,108
27514,771
-28659,93
-28472,154
27620-4465,585
27215,176
28334,151
-27611,175
28655,156
-28170,15
27360,74
28752,49
27577,179
-27401,732
-27292,80
-28621,81
28210-8407,221
27910,70
28345,64
27886,101
27909,91
28232,1112
-27607,439
-28374,412
28601,226
28001,97
-28349,49
-27204,145
27893,271
-27565,42
28117,123
28111,182
28561,286
-27536,91
27892,43
28402,622
-28557,99
-28602,200
28625,128
28092,101
27804,322
27114-4728,22
-27870,106
27704-2763,301
28719,20
28422,61
27573,38
28256-5009,100
28401,92
28105,123
27518,178
28078,93
-28721,122
27889,72
27006-7905,18
28376,41
-27874,20
27371,4
27983,6
-28713,24
-28425,25
27344,25
27962,25
28337,25
-28741,24
27016,25
27932,25
-28712,25
28675,25
-28722,25
-28646,21
27959,21
-28640,25
-28744,25
-28461,25
-28906,25
28777,25
58506-5510,181
-58702,152
58102-3641,468
58501,207
-58201,271
58316,27
58538,12
-58103,133
58852-0159,25
58784,11
-58854,24
58540,22
58575,25
58746,25
58425-7101,18
-58318,25
-58254,19
-58257,25
58545,25
58054,25
-58267,12
58623-0009,23
-58533,30
58474,20
-58367,25
58421,25
-58220,20
-58237,14
58495,24
-58413,20
58249,20
58072,25
-58730,15
-58278,14
-58341,25
58552-0850,14
-58045,16
-58639,25
58324-0688,20
58368-2118,25
58301,25
58801,25
58401,25
58601,25
45255-0589,257
44805-4098,39
-45219,477
43214,684
-45662,177
-45804,155
44622,128
43302,171
-43081,265
-45365,61
45701-2345,58
45236-2725,172
43215,397
-44308,584
-44870,183
-45385,49
-44307,383
-43402,103
45885-2400,36
-43222,652
-44691,104
44115,126
43701,282
43050,65
44129-5495,230
-45331,40
-45056,45
43614-2589,212
45409,753
45406-1891,248
-45631,157
44483,203
45012,199
-45828,42
44109-1998,528
44501-1790,300
44857,78
45801,311
-43606,738
44708,317
-45891,61
-43130,213
-43560,162
-44143,101
45005-1006,217
-44111,435
44266-1204,191
-45429,377
43935,84
43616,202
-44119,110
44710,422
43202,956
-45501,230
-44113,119
44883,45
-43537,166
-44256,130
-43040,60
-45840,141
43920,132
44077,312
-44811,50
43812-2229,56
43608,313
44903-2265,228
-43506,75
44145,170
-44004,104
-44601,55
45013-2767,138
45405,287
45220,406
44106-5022,624
44501-0240,84
-44125,221
-44122,131
44035,206
-43750,188
44654,41
44223,83
44646,107
43228,149
43906,22
44130-3497,197
43420,102
45601-9031,189
44484,127
45219-2906,473
43113,83
-44053,171
45373,119
45177,75
45206,357
-44195,1285
44460,87
-43140,45
-44024,124
43311,39
43725,90
43015,64
-43952,194
43055-3699,219
-44124,385
45211,197
-45103,147
-45342,168
44307,0
43210-1240,308
-44084,114
43230,50
45669,8
43623,123
45804,12
43054,60
43512,23
45408,26
44512,206
43016,107
44310,59
-44512,24
45069-2505,153
45502,24
43110,10
44122,137
45431,129
45662,10
45241,29
44011,126
44906,26
45879-9235,25
-43526,25
44621-1098,25
-44254,20
-45123,25
-44074,25
-44041,25
-44030,25
-43545,25
-44890,20
-43907,25
-43078,25
-43338,23
43452,25
43326,25
-44820,25
44830-1437,25
45750,25
-45640,24
-43713,25
45817,25
44667,25
44875,25
44833-2312,25
-45679,25
43543-1271,25
-43512,25
-43351,24
43138-0966,25
43160,25
-45133,25
43567,25
45690,25
74104,946
73802,40
74354,94
74601,47
-73070,331
73036-0129,48
73120-8304,308
74820,212
74361,24
73702,108
-74006,81
-73648,34
-74820,108
-73522,49
-74534,81
74401,264
-73701,142
73112,507
73601,45
74631,34
73111-2209,213
-74501,117
73101,390
74017,100
-74010,55
73401-1889,140
-74745,77
-74074,87
-73018,49
-73502,189
74447,50
-74127,171
73717,25
74523,42
74464,122
74136,843
73104,699
73110,223
73505,126
74023,74
74743,34
73109,198
-74955,41
74344,58
73077,26
-74801,77
73654-0633,38
73095,64
73080,39
74467,100
73501,38
74571,43
-74960,30
74437,27
74133,327
-73120,108
73120,23
73129,12
73159,45
73134-6012,23
74137,79
73009,75
73139,10
73052,26
74132-1843,38
73114,64
73013-3023,9
74055,105
74868,32
-73135,44
74012-4900,44
73034,40
73662,0
74525,25
74864,25
73772-0370,25
73628,15
73460,25
74048-3660,25
73448,25
73933,25
74056,25
73438-2424,25
-73573,25
74067,25
-73750,25
-73005,25
74079,25
-73044,25
74637,15
74538,20
74020,14
74848-2844,25
73932,24
73096,25
-73834,15
73632,14
73446,21
73763,17
-73086,25
73737,25
73554,18
64030,15
73663,18
74859,25
73015,17
74462,25
-73858,25
74953,25
73550-0791,22
-73942,25
97058,43
97527,121
-97225,462
97520,38
97227,385
97239,556
-97330,169
97210,164
97504,301
97477,113
97123,194
97321-1517,67
97030,93
-97471,140
97381-1993,29
-97440,40
-97132,40
-97045,111
-97756,48
97701,222
-97601,105
97301,391
97914,44
97383,40
97216,168
97213,342
97128,50
-97304,126
97062,112
97420-2125,130
-97015,302
-97477,379
97124-5806,122
97424-9700,14
97367,25
-97138,23
-97411,19
-97845,16
97828,23
-97720,19
97338-0378,15
-97630,24
97836,21
97467,16
-97423,17
-97754,16
97365,25
97814-1486,21
97439-0580,21
-97141,25
-97031,25
97801-3297,20
97103,25
97850,25
97444,16
-97355,25
97741,25
97838,25
18510,255
15132,186
17815,56
17011,279
17822,531
16117,52
16544,290
19446,140
-17837,123
16105-2595,176
19122,30
-19118,128
19140,598
15219,406
17901,256
-15065,143
18951,62
15009,194
15143-1498,149
15501-2088,81
15401,149
-15301,214
19612,553
-17701,196
17405,622
17044,109
18015,451
-15212,576
16830-0992,40
16652-2350,49
18960-1587,162
17015,145
17603,142
16673,45
16550,421
17325-0786,76
17042,110
17101,640
17543,65
19007,130
17745-2699,47
18603,87
16601-4889,366
-19320,155
18840,250
19111,246
-19026,145
-17801,56
15801,201
-15224,237
16346,118
16214,58
19603-0316,180
19046,195
17604-3555,560
15215,222
16735,31
15237,367
15905,389
-19104,1038
-15963,50
16335,173
15213-3180,315
19114,450
19401,111
15537,47
16701,107
18510-1798,154
19464,183
18431,73
19460,125
16646,30
18105-4000,1223
-18764,313
17268,56
19010,267
19141,407
-15601,246
16365,85
15063,132
15370,23
17201,230
19301-1792,231
19023,292
15136,87
-15317,88
18042-4195,170
16201,133
15213,1181
16001,267
15701,134
19107,841
16125,142
-19380,241
19013-3995,359
18218,44
15425,64
18201,134
18657,44
18235,110
19096,358
18102,119
16509,130
15767,44
-18301,205
18901,217
19152,133
16146-2096,195
-15666,33
-15650,117
-19390,53
19063,204
17522-1002,115
-19107,395
15243,295
19001,565
-17331,93
18848,35
-18501,182
17033,548
19047,329
15236-0119,286
-16127,90
-15146,234
16803-6797,248
18702,266
19403-3905,50
19403,219
19102,387
19128,107
16154,10
19124,74
18017,20
19610,15
18104,20
19020,24
15301,14
19468,12
17402,30
18045,108
17403,25
15146,136
18360,72
17745,25
-17756,20
15552,20
17233,21
17764,16
16947,25
18801,25
16686,25
16407,20
18847,25
15825,25
16915,25
16354,25
15857,25
16901,25
00902-0032,175
731,107
936,126
972,64
910,328
792,232
631,0
00919-1811,57
00737-3130,225
680,158
928,225
00919-1227,443
00705-1379,150
683,232
00717-1318,183
960,253
00733-6810,315
785,137
00922-2116,232
00605-4055,124
678,172
923,125
00956-2957,146
00681-1838,192
00726-4964,200
956,102
922,132
959,336
658,84
676,106
984,234
980,157
701,251
693,130
614,120
674,371
726,440
970,46
681,118
00936-6528,164
973,180
00922-2129,78
917,111
641,7
00738-7006,42
912,0
-2860,92
2908,148
-2904,163
2840,102
2901,622
2879,79
2886,323
2905,247
2895,123
2906,247
-2891,75
29732,268
29425,682
29536-1327,72
-29303,493
29672,122
29550,116
-29671,42
-29641,89
29203-6897,672
29706,36
29442,131
29601,319
29204,332
-29621,367
-29488,102
-29650,57
29720,166
-29681,43
-29235,43
29340,44
-29020,123
29526,166
59506,509
29108,48
29574,94
-29532,36
29414,189
29560,26
-29902,167
-29115,251
29150,173
-29646,290
29944,32
29169,436
-29605,682
29418,404
29926,93
29801,204
29304,112
29572,369
-29202,278
29401,316
29464,130
29505,354
29576,124
29927,41
29615-3570,38
29651-9013,48
29466,84
-29569,155
29212,76
-29520,48
29379-2839,49
29102,49
-29827,25
29620,25
29180-0620,25
29556,25
-29824,25
57201,81
-57006,49
57078,75
-57301,50
57402-4450,50
-57501,50
57117-5045,473
57117-5039,452
-57783,27
57701,377
57770,45
57702,0
57625,8
57570,35
57049,38
-57105,26
-57701,26
57105,53
-57070,10
57401,48
57042-1634,22
57438-0100,12
57442,10
-57313,11
57369-0200,17
-57226,10
-57437,6
-57523,16
-57028,18
57274-0489,20
-57430,20
57029,25
57551,14
-57380,20
57469,23
-57059,25
-57428,12
-57567,18
57732,18
-57785,25
57747,25
-57730,11
-57382,16
-57601,25
-57252,25
-57066,25
57070,12
57325,25
-57366,25
-57022,21
-57231,6
-57013,11
57580-2677,25
57350,25
-57069,25
-57362,25
57533-0408,25
-57262,25
37650,10
-38301,653
37066,126
37207,298
37555,49
-38351,36
38555-5048,73
38485,32
37804,183
-37620,239
37920,632
38344,42
37662-0238,325
37643-2874,109
38478,81
-37745,140
37065,185
37814-3894,116
37748-8333,52
-37857,52
37766,47
37830-6976,204
37040,234
37232,941
37096,21
37055,85
38120,770
38104,1328
-37743,73
37129,297
37760,58
37879-3625,34
37398,128
38501,223
-38358,47
38237,41
37604,512
-37172,109
37814,107
37303,88
38363,40
38024,95
-38401,265
37862-5019,58
37202,339
38556,54
37874,59
37404,444
37324,49
-37403,674
38372,49
37772-1965,30
37208,114
-37917,393
37916-2307,280
38261,63
38019,47
38242,92
37236,393
37160,49
37388,96
37166,52
-37076,170
37110,100
38103,288
-37821,32
-37404,397
38118,113
37203,495
37923-4325,398
38464,89
37660-4627,148
37762,34
-38008,33
38201,30
38119,353
-37604,80
37312,183
38570,90
38305,115
38583,32
37087,170
37215,129
37211,103
37190,30
-37167,109
38133,156
37061,50
37841,25
37033,25
37074,25
37185,25
37683,2
37083-0378,25
37367,25
37030,25
-37091,25
37321,25
37015,12
37869-3657,10
38063,25
-38320,25
38551,25
79902,598
-78028,84
76301,250
77802,209
75235,771
77555-0115,561
-75246,878
-77901,501
-79905,271
78520,243
78041,284
75670,405
78551-2588,374
77702-1048,370
77002,248
75601,552
76104-4917,430
79410,380
76712-2589,229
-75235,459
78405,468
75203-1201,376
-76508,610
79556,39
-78705,448
78205,1606
76012,194
77030,2353
77566,80
-79501,7
-75061,204
75455,49
-78102,40
-75711,339
-76450,25
76180,137
-76240,36
-78852,86
-77504,273
79065,97
-76712,212
75701,441
-78155,117
-79902,496
78114,44
-78539,1196
-78701,211
78596,186
-79761,331
-79701,228
76104,895
-76104,377
78957,8
-79714,30
76033-4007,109
76549,208
-78840,47
-79045,30
79412,92
-78363,50
78026-1504,67
78572,270
79735,50
-77008,1308
-77833,50
76645,54
-75766,53
75462,230
75501,185
76086,82
79106-1770,347
-75633,42
-75902,126
-78229,606
-78643,25
77304-2808,276
79601-2432,335
79106,354
-78629,34
-75482,82
78207,377
-76458,17
-79520,25
-77418,32
-76234,81
78666,157
75042,105
77054,886
75142,63
78061,46
-77840,114
-79553,12
-75020,329
77469,128
-76904,131
77701,361
-77340,89
-76661,36
76401,50
-75401,122
-77030,956
79201,39
-78934,40
-75165,121
75234,128
78229-3902,1548
75751,127
-77351,60
79316,26
-76667,49
-75069,156
-76448,34
76020,31
75204,24
-77521,190
78765,505
-75110,49
-76043,16
75979,25
75231,591
-77414,46
75092,214
-75652,41
75904,145
-79331,22
-76424,14
-75961,112
77640,185
75082,165
79072,49
79606,196
76051,275
-76067,48
76903,313
-75951,40
-79014,15
-75835,25
-76384,47
76380,27
-76804,77
76048,48
-77954,44
-78624,57
-78336,63
77024,444
-77598,553
-78834,50
-76210,185
77090,331
76021,183
76255-3616,14
-78045,171
-77082,230
-75230,723
75075,438
-79720,75
78582-0078,48
75965,155
75840,37
77004,133
79761,192
78526,214
-75067,138
77375,209
76015,293
76028,237
75218,187
-77338,255
79415,476
75149,202
75710,104
-77437,26
78224,185
-79339,42
77058,178
78503,320
-78704,299
77065,164
-78681,155
75237-3464,281
-75010,94
75088,112
76201,196
79529,28
-75801,116
-75862,45
-76531,42
79336,48
75390,94
75093,435
-77339,494
76132-4101,245
78240-1558,22
-78412,384
-77004,7
75503,354
77091,97
78731,8
-78758,382
-77479,347
75039,80
76310,41
-78332,72
75119,50
-77802,16
75013,44
-77070,313
77494,208
77479,152
75034,68
78550,112
78258,272
77478,106
77384,246
-78737,33
78759-5297,106
78746,21
76017-5851,34
75063,20
79124,32
79416,73
79936,40
76262,22
75035,118
76092,17
-75093,136
76208,22
75077,15
79035,25
76932-3938,7
-76642,20
-76936,14
77836,15
76849-3024,15
79744,14
79323,24
79752,11
-76821,16
-77480,14
76567,46
79546,14
79745,19
79567,15
77864,15
78377,20
-79502,20
77514,14
77868,18
76550,25
-76950,12
-76837,16
-79225,21
77665,25
79778,15
-78861,25
-79022,21
77465,17
-79782,18
79096,15
-76252,18
-79241,25
-79855,14
76483-0729,14
79079,25
76521-1117,25
-79512,25
-76360,19
79081-3341,14
79322,25
77995-0753,25
76834,25
-76825,25
79088,20
79027-0278,17
-79373,25
79252,24
-79731,25
76374-0158,25
-79095,15
77979,25
79360-3499,25
79070,25
75792,9
75948,25
-76365,25
77957-4098,25
78119-9718,25
-78611,25
-79346,18
-75686,25
79007,25
75418-4028,25
78648-0510,25
79347-3627,25
79756,21
-76574,25
77575,25
-77964,25
79772,25
-79830,25
-76528,25
75783,25
75494-3007,23
-76442,25
-79549,25
76634,25
79331,19
-78801,21
84604,315
84102-1507,107
-84403,247
84405,170
-84143,216
84720,48
84132,516
84157-7000,478
-84501,39
84651,124
84074,36
-84341,130
84302-4724,40
84066,35
84790,246
-84003,91
-84701,24
84078,39
-84337,16
84041,170
84010,81
-84057,139
-84094,58
84124,233
84107,40
84088,278
84341,28
-84060,37
-84065,87
84020,30
84624,18
-84631,19
84532,17
84647,18
84648,25
84751,5
-84634,25
-84032,19
84535,21
-84741,25
84511,11
84759,15
84713,25
5641,76
5401,415
5701,124
5301,47
-5201,78
-5478,53
05353-0216,19
-5060,29
5089,25
5819,25
5855,25
5661,25
-5156,25
05753-8629,25
801,107
00820-4421,77
-24273,65
-24266,49
22801,238
22604-2540,389
23507,471
-22908,577
-23505,110
-24592,107
23707-3236,215
22939,209
-22701,70
23860,107
-24501,435
22401,421
20186,97
24033,637
-23298,701
22630,46
23417,46
24354,30
-22315,334
23602-4404,115
24073,110
-20176,145
23434,155
20110,94
23502,247
24153,330
22205,305
-23601,357
24211,116
23454,227
23226,378
24641,151
22042-3307,803
23188,139
23805,300
23116,224
-24541,295
22911,150
-24115,208
22560,67
24523,34
24151,37
-23901,86
-23851,75
23666-5963,172
23223,101
23847,70
23970,66
-22033,182
23803,4
-20190,203
-24060,88
-24382,92
-23225,612
22191,147
-24219,91
24333,141
24301,92
24651,56
-23229,685
23456-0178,174
-23320,310
-22306,140
-24457,95
24614,49
22042-1206,0
23061,67
23114,130
22554,90
22408,105
23185,40
20169,60
20166,124
-24445,14
24134,25
24228-0000,2
24450,25
-22664,25
24171,25
22835,25
22482-1449,25
98133,168
99362-2846,120
98273-1376,137
-98111,211
98221,43
98195-9415,408
98166-0657,129
98902,321
98201,495
98001,73
-98801,176
98531-9027,116
-98499,106
98506,304
98122,181
98026-7507,178
98122-4307,646
98225-1851,207
-98520,49
98837,48
98948,25
98310,271
-98632,166
99210-0248,267
99362,34
98664,398
-98004,286
98112,24
99336,111
99220-2555,612
-99352,258
98223,48
98104-2499,332
98362,78
99208,184
98371,283
98272-0646,27
98058-5010,311
98405,333
-99210,123
-98034,304
98415-0299,353
98109-1023,20
98502,107
-98003,124
98807,11
98686,165
-98332,112
98029-6201,126
98042,58
-99347,25
99328,25
98586,10
98541,10
-99122,25
-99159,25
99133,25
99109,23
99156-9046,20
99169,12
-99350,25
-98826,9
98624,25
98672,14
-98620,14
-98823,25
99344,16
98356,25
98848,25
-98855,21
-99166,25
-98368,25
-98812,25
-98331,25
99114,25
99111,25
-98841,25
98284,25
-98944,25
-99163,25
-99403,25
98926-3897,25
-98816,25
-98022,25
-98584,25
99301,25
-98065,25
98239,25
98250-9782,10
26506,605
24970,86
26330,232
-25702,350
25401,146
-25550,94
26038,59
25326-1320,822
-26062,127
-26505,189
-25309,178
26241,90
-25301,32
-26452,70
26003,342
-24774,104
26554,89
25601,132
25701,330
26102,230
-25801,100
25801,300
-24701,62
26155,48
25661,27
26551,49
-24801,49
25328,8
-26416,12
-26288,25
-26147,25
26175,25
25276-1060,25
-26354,25
26624,25
-25411,25
-25951,25
26757,14
-26537,25
-25130,25
-24924,25
26726,25
26847,25
-25901,25
25136,25
25438,25
25271,25
26201,25
54481,84
54601-4783,142
53188-5099,240
54915,302
-54868,40
54701,168
54729,102
-54501,55
-53143,195
-53097,120
53566,58
54401,227
54495-8080,45
54241-2399,69
-53083,136
54449,230
-53027,35
-53901,43
-53081,53
54956,139
54904,104
54305-3400,161
-53211,263
53913,43
-53105,55
-53066,58
53095,70
53547-5003,182
-54702,193
53538,49
54307-3508,223
53916,125
-53215,155
53715-1830,342
-54601,253
54935,115
53715-1596,275
-54568,50
-53578,36
-53405,269
54303,83
53792,599
53511,103
53121-1002,54
53051,169
54221,58
-53948,40
-54143,55
53098,95
-53210,327
53215,868
53227-2409,277
54911,147
53226,576
53142,74
-54311,161
53212,30
53097,0
54720,13
-54904,72
-54476,99
-53132,60
53066,83
53024,126
53546,50
-54521,14
54758-0070,18
54984,25
-54634,25
54656,25
54736,25
54011-1292,25
-53934,25
54154,22
-54768,24
53530,25
54487-2218,15
-54724,25
-54812,25
-54773,25
53014,25
54020,25
-53534,18
-54660,25
54971,18
-53813,25
-54456,25
-54451,25
54552-0310,24
54961,25
53963,25
-54848,25
-54880,25
53821,24
54480,25
-54801,20
-54615,25
54981,25
54016,25
54843-6391,25
54024,25
-53925,25
-54452,25
-54751,25
-53581,25
54871,25
53589-1896,22
53805,25
54017,25
54166,25
54002,25
54665,25
-54022,25
54409,25
-53959,25
-53533,25
-54829,25
-53818,25
54923,25
-54153,10
-53147,25
-54235,25
-54806,25
82717-3011,66
-82716,71
82501,133
82901,58
82601,191
82001,170
-83001,48
-82072,66
82930,32
82609,23
82609-4264,0
82410,10
82633,25
82701,12
-82443,25
-82201,25
82401,18
82240,25
82834,25
82431,15
-82435,25
82729,16
82414,25
83110,22
82225,24
-83101,14
82301,25
78945,40
77339,10
-78746,23
76208-5910,4
76063,240
-77429,139
77505,61
78664-1032,167
78665-8000,137
-78613,93
-75032,53
-76054,3
76132,8
79938,182
78240,20
-78640,142
75182,70
78414,33
76227,40
-75028,99
75070,21
76012-4716,47
75001,32
77070,98
75090,12
77094,193
78232,50
76548,66
75021,143
76244-4897,101
78613,8
77845,119
75146,84
-77304,6
76520,10
75087,8
78130,100
77015,4
76177,75
77584,30
78654,46
77529,14
75006,18
78249-1371,26
77327,16
76177-8611,36
79911,106
76054,23
77385,146
79928,9
