name,label,concept,predicateType,group,limit,attributes,required
B12006_035E,Estimate!!Total!!Widowed,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_035EA,B12006_035M,B12006_035MA",NA
B12006_036E,Estimate!!Total!!Widowed!!Male,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_036EA,B12006_036M,B12006_036MA",NA
B12006_037E,Estimate!!Total!!Widowed!!Male!!In labor force,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_037EA,B12006_037M,B12006_037MA",NA
B12006_038E,Estimate!!Total!!Widowed!!Male!!In labor force!!Employed or in Armed Forces,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_038EA,B12006_038M,B12006_038MA",NA
B12006_039E,Estimate!!Total!!Widowed!!Male!!In labor force!!Unemployed,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_039EA,B12006_039M,B12006_039MA",NA
B12006_040E,Estimate!!Total!!Widowed!!Male!!Not in labor force,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_040EA,B12006_040M,B12006_040MA",NA
B12006_041E,Estimate!!Total!!Widowed!!Female,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_041EA,B12006_041M,B12006_041MA",NA
B12006_042E,Estimate!!Total!!Widowed!!Female!!In labor force,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_042EA,B12006_042M,B12006_042MA",NA
B12006_043E,Estimate!!Total!!Widowed!!Female!!In labor force!!Employed or in Armed Forces,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_043EA,B12006_043M,B12006_043MA",NA
B12006_044E,Estimate!!Total!!Widowed!!Female!!In labor force!!Unemployed,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_044EA,B12006_044M,B12006_044MA",NA
B12006_045E,Estimate!!Total!!Widowed!!Female!!Not in labor force,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_045EA,B12006_045M,B12006_045MA",NA
B12006_046E,Estimate!!Total!!Divorced,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_046EA,B12006_046M,B12006_046MA",NA
B12006_047E,Estimate!!Total!!Divorced!!Male,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_047EA,B12006_047M,B12006_047MA",NA
B12006_048E,Estimate!!Total!!Divorced!!Male!!In labor force,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_048EA,B12006_048M,B12006_048MA",NA
B12006_049E,Estimate!!Total!!Divorced!!Male!!In labor force!!Employed or in Armed Forces,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_049EA,B12006_049M,B12006_049MA",NA
B12006_050E,Estimate!!Total!!Divorced!!Male!!In labor force!!Unemployed,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_050EA,B12006_050M,B12006_050MA",NA
B12006_051E,Estimate!!Total!!Divorced!!Male!!Not in labor force,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_051EA,B12006_051M,B12006_051MA",NA
B12006_052E,Estimate!!Total!!Divorced!!Female,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_052EA,B12006_052M,B12006_052MA",NA
B12006_053E,Estimate!!Total!!Divorced!!Female!!In labor force,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_053EA,B12006_053M,B12006_053MA",NA
B12006_054E,Estimate!!Total!!Divorced!!Female!!In labor force!!Employed or in Armed Forces,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_054EA,B12006_054M,B12006_054MA",NA
B12006_055E,Estimate!!Total!!Divorced!!Female!!In labor force!!Unemployed,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_055EA,B12006_055M,B12006_055MA",NA
B12006_056E,Estimate!!Total!!Divorced!!Female!!Not in labor force,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,int,B12006,0,"B12006_056EA,B12006_056M,B12006_056MA",NA
B12007_001E,Estimate!!Median age at first marriage!!Male,MEDIAN AGE AT FIRST MARRIAGE,float,B12007,0,"B12007_001EA,B12007_001M,B12007_001MA",NA
B12007_002E,Estimate!!Median age at first marriage!!Female,MEDIAN AGE AT FIRST MARRIAGE,float,B12007,0,"B12007_002EA,B12007_002M,B12007_002MA",NA
B13002_001E,Estimate!!Total,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_001EA,B13002_001M,B13002_001MA",NA
B13002_002E,Estimate!!Total!!Women who had a birth in the past 12 months,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_002EA,B13002_002M,B13002_002MA",NA
B13002_003E,Estimate!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_003EA,B13002_003M,B13002_003MA",NA
B13002_004E,Estimate!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent)!!15 to 19 years old,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_004EA,B13002_004M,B13002_004MA",NA
B13002_005E,Estimate!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent)!!20 to 34 years old,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_005EA,B13002_005M,B13002_005MA",NA
B13002_006E,Estimate!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent)!!35 to 50 years old,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_006EA,B13002_006M,B13002_006MA",NA
B13002_007E,"Estimate!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed, and divorced)",WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_007EA,B13002_007M,B13002_007MA",NA
B13002_008E,"Estimate!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed, and divorced)!!15 to 19 years old",WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_008EA,B13002_008M,B13002_008MA",NA
B13002_009E,"Estimate!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed, and divorced)!!20 to 34 years old",WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_009EA,B13002_009M,B13002_009MA",NA
B13002_010E,"Estimate!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed, and divorced)!!35 to 50 years old",WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_010EA,B13002_010M,B13002_010MA",NA
B13002_011E,Estimate!!Total!!Women who did not have a birth in the past 12 months,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_011EA,B13002_011M,B13002_011MA",NA
B13002_012E,Estimate!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_012EA,B13002_012M,B13002_012MA",NA
B13002_013E,Estimate!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent)!!15 to 19 years old,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_013EA,B13002_013M,B13002_013MA",NA
B13002_014E,Estimate!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent)!!20 to 34 years old,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_014EA,B13002_014M,B13002_014MA",NA
B13002_015E,Estimate!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent)!!35 to 50 years old,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_015EA,B13002_015M,B13002_015MA",NA
B13002_016E,"Estimate!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed, and divorced)",WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_016EA,B13002_016M,B13002_016MA",NA
B13002_017E,"Estimate!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed, and divorced)!!15 to 19 years old",WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_017EA,B13002_017M,B13002_017MA",NA
B13002_018E,"Estimate!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed, and divorced)!!20 to 34 years old",WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_018EA,B13002_018M,B13002_018MA",NA
B13002_019E,"Estimate!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed, and divorced)!!35 to 50 years old",WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,int,B13002,0,"B13002_019EA,B13002_019M,B13002_019MA",NA
B14001_001E,Estimate!!Total,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_001EA,B14001_001M,B14001_001MA",NA
B14001_002E,Estimate!!Total!!Enrolled in school,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_002EA,B14001_002M,B14001_002MA",NA
B14001_003E,"Estimate!!Total!!Enrolled in school!!Enrolled in nursery school, preschool",SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_003EA,B14001_003M,B14001_003MA",NA
B14001_004E,Estimate!!Total!!Enrolled in school!!Enrolled in kindergarten,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_004EA,B14001_004M,B14001_004MA",NA
B14001_005E,Estimate!!Total!!Enrolled in school!!Enrolled in grade 1 to grade 4,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_005EA,B14001_005M,B14001_005MA",NA
B14001_006E,Estimate!!Total!!Enrolled in school!!Enrolled in grade 5 to grade 8,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_006EA,B14001_006M,B14001_006MA",NA
B14001_007E,Estimate!!Total!!Enrolled in school!!Enrolled in grade 9 to grade 12,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_007EA,B14001_007M,B14001_007MA",NA
B14001_008E,"Estimate!!Total!!Enrolled in school!!Enrolled in college, undergraduate years",SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_008EA,B14001_008M,B14001_008MA",NA
B14001_009E,Estimate!!Total!!Enrolled in school!!Graduate or professional school,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_009EA,B14001_009M,B14001_009MA",NA
B14001_010E,Estimate!!Total!!Not enrolled in school,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,int,B14001,0,"B14001_010EA,B14001_010M,B14001_010MA",NA
B17001_001E,Estimate!!Total,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_001EA,B17001_001M,B17001_001MA",NA
B17001_002E,Estimate!!Total!!Income in the past 12 months below poverty level,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_002EA,B17001_002M,B17001_002MA",NA
B17001_003E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_003EA,B17001_003M,B17001_003MA",NA
B17001_004E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!Under 5 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_004EA,B17001_004M,B17001_004MA",NA
B17001_005E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!5 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_005EA,B17001_005M,B17001_005MA",NA
B17001_006E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!6 to 11 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_006EA,B17001_006M,B17001_006MA",NA
B17001_007E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!12 to 14 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_007EA,B17001_007M,B17001_007MA",NA
B17001_008E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!15 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_008EA,B17001_008M,B17001_008MA",NA
B17001_009E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!16 and 17 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_009EA,B17001_009M,B17001_009MA",NA
B17001_010E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!18 to 24 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_010EA,B17001_010M,B17001_010MA",NA
B17001_011E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!25 to 34 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_011EA,B17001_011M,B17001_011MA",NA
B17001_012E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!35 to 44 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_012EA,B17001_012M,B17001_012MA",NA
B17001_013E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!45 to 54 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_013EA,B17001_013M,B17001_013MA",NA
B17001_014E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!55 to 64 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_014EA,B17001_014M,B17001_014MA",NA
B17001_015E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!65 to 74 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_015EA,B17001_015M,B17001_015MA",NA
B17001_016E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!75 years and over,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_016EA,B17001_016M,B17001_016MA",NA
B17001_017E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_017EA,B17001_017M,B17001_017MA",NA
B17001_018E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Under 5 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_018EA,B17001_018M,B17001_018MA",NA
B17001_019E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!5 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_019EA,B17001_019M,B17001_019MA",NA
B17001_020E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!6 to 11 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_020EA,B17001_020M,B17001_020MA",NA
B17001_021E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!12 to 14 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_021EA,B17001_021M,B17001_021MA",NA
B17001_022E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!15 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_022EA,B17001_022M,B17001_022MA",NA
B17001_023E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!16 and 17 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_023EA,B17001_023M,B17001_023MA",NA
B17001_024E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!18 to 24 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_024EA,B17001_024M,B17001_024MA",NA
B17001_025E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!25 to 34 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_025EA,B17001_025M,B17001_025MA",NA
B17001_026E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!35 to 44 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_026EA,B17001_026M,B17001_026MA",NA
B17001_027E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!45 to 54 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_027EA,B17001_027M,B17001_027MA",NA
B17001_028E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!55 to 64 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_028EA,B17001_028M,B17001_028MA",NA
B17001_029E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!65 to 74 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_029EA,B17001_029M,B17001_029MA",NA
B17001_030E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!75 years and over,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_030EA,B17001_030M,B17001_030MA",NA
B17001_031E,Estimate!!Total!!Income in the past 12 months at or above poverty level,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_031EA,B17001_031M,B17001_031MA",NA
B17001_032E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_032EA,B17001_032M,B17001_032MA",NA
B17001_033E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Under 5 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_033EA,B17001_033M,B17001_033MA",NA
B17001_034E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!5 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_034EA,B17001_034M,B17001_034MA",NA
B17001_035E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!6 to 11 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_035EA,B17001_035M,B17001_035MA",NA
B17001_036E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!12 to 14 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_036EA,B17001_036M,B17001_036MA",NA
B17001_037E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!15 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_037EA,B17001_037M,B17001_037MA",NA
B17001_038E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!16 and 17 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_038EA,B17001_038M,B17001_038MA",NA
B17001_039E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!18 to 24 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_039EA,B17001_039M,B17001_039MA",NA
B17001_040E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!25 to 34 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_040EA,B17001_040M,B17001_040MA",NA
B17001_041E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!35 to 44 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_041EA,B17001_041M,B17001_041MA",NA
B17001_042E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!45 to 54 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_042EA,B17001_042M,B17001_042MA",NA
B17001_043E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!55 to 64 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_043EA,B17001_043M,B17001_043MA",NA
B17001_044E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!65 to 74 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_044EA,B17001_044M,B17001_044MA",NA
B17001_045E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!75 years and over,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_045EA,B17001_045M,B17001_045MA",NA
B17001_046E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_046EA,B17001_046M,B17001_046MA",NA
B17001_047E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Under 5 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_047EA,B17001_047M,B17001_047MA",NA
B17001_048E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!5 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_048EA,B17001_048M,B17001_048MA",NA
B17001_049E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!6 to 11 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_049EA,B17001_049M,B17001_049MA",NA
B17001_050E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!12 to 14 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_050EA,B17001_050M,B17001_050MA",NA
B17001_051E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!15 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_051EA,B17001_051M,B17001_051MA",NA
B17001_052E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!16 and 17 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_052EA,B17001_052M,B17001_052MA",NA
B17001_053E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!18 to 24 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_053EA,B17001_053M,B17001_053MA",NA
B17001_054E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!25 to 34 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_054EA,B17001_054M,B17001_054MA",NA
B17001_055E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!35 to 44 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_055EA,B17001_055M,B17001_055MA",NA
B17001_056E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!45 to 54 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_056EA,B17001_056M,B17001_056MA",NA
B17001_057E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!55 to 64 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_057EA,B17001_057M,B17001_057MA",NA
B17001_058E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!65 to 74 years,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_058EA,B17001_058M,B17001_058MA",NA
B17001_059E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!75 years and over,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,int,B17001,0,"B17001_059EA,B17001_059M,B17001_059MA",NA
B17011_001E,Estimate!!Aggregate income deficit in the past 12 months,AGGREGATE INCOME DEFICIT (DOLLARS) IN THE PAST 12 MONTHS FOR FAMILIES BY FAMILY TYPE,int,B17011,0,"B17011_001EA,B17011_001M,B17011_001MA",NA
B17011_002E,Estimate!!Aggregate income deficit in the past 12 months!!Married-couple family,AGGREGATE INCOME DEFICIT (DOLLARS) IN THE PAST 12 MONTHS FOR FAMILIES BY FAMILY TYPE,int,B17011,0,"B17011_002EA,B17011_002M,B17011_002MA",NA
B17011_003E,Estimate!!Aggregate income deficit in the past 12 months!!Other family,AGGREGATE INCOME DEFICIT (DOLLARS) IN THE PAST 12 MONTHS FOR FAMILIES BY FAMILY TYPE,int,B17011,0,"B17011_003EA,B17011_003M,B17011_003MA",NA
B17011_004E,"Estimate!!Aggregate income deficit in the past 12 months!!Other family!!Male householder, no wife present",AGGREGATE INCOME DEFICIT (DOLLARS) IN THE PAST 12 MONTHS FOR FAMILIES BY FAMILY TYPE,int,B17011,0,"B17011_004EA,B17011_004M,B17011_004MA",NA
B17011_005E,"Estimate!!Aggregate income deficit in the past 12 months!!Other family!!Female householder, no husband present",AGGREGATE INCOME DEFICIT (DOLLARS) IN THE PAST 12 MONTHS FOR FAMILIES BY FAMILY TYPE,int,B17011,0,"B17011_005EA,B17011_005M,B17011_005MA",NA
B17026_001E,Estimate!!Total,RATIO OF INCOME TO POVERTY LEVEL OF FAMILIES IN THE PAST 12 MONTHS,int,B17026,0,"B17026_001EA,B17026_001M,B17026_001MA",NA
